HGNC	model organism	sex	line	effect on lifespan	lifespan % change - mean	lifespan % change - median	lifespan % change - max	intervention deteriorates	intervention improves	main effect on lifespan	intervention method	tissue	doi	pmid
FOXO3	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	3.6	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO3	fly Drosophila melanogaster	female	y w	no change	n/a	-7.7	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO3	fly Drosophila melanogaster	female	y w	no change	n/a	0	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO3	fly Drosophila melanogaster	male	y w	no change	n/a	0	7.5			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO3	fly Drosophila melanogaster	male	y w	no change	n/a	-2.6	-3.4			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO3	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	n/a	37.8	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO3	fly Drosophila melanogaster	female	y w	improves survival under stress conditions	n/a	58.2	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO3	fly Drosophila melanogaster	male	y w	no change under stress conditions	n/a	-1.9	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO3	fly Drosophila melanogaster	female	y w	no change under stress conditions	n/a	-4.3	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO3	fly Drosophila melanogaster	female	white Dahomey	decreases lifespan	n/a	-13	n/a			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO3	fly Drosophila melanogaster	male	white Dahomey	decreases lifespan	n/a	6.6	n/a			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO3	fly Drosophila melanogaster	female	white Dahomey	decreases lifespan	n/a	-14.6	n/a			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO3	fly Drosophila melanogaster	male	white Dahomey	decreases lifespan	n/a	-12	n/a			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO3	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	33.3	15.5			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO3	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	21.3	12.5			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO3	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	35.9	15.8			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO3	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	33.3	12.6			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO3	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	15.4	4.4			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO3	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	25.6	4.4			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO3	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	75	20			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO3	fly Drosophila melanogaster	female	white Dahomey	no change	n/a	18.75	-8.4			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO3	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	18.8	6.6			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO3	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	25	17.7			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO1	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	41.6	20			gain of function	additional copies of a gene in the genome		10.1126/science.1098219	n/a
FOXO1	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	5	21.8	3			gain of function	additional copies of a gene in the genome		10.1126/science.1098219	n/a
FOXO1	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	52	12			gain of function	additional copies of a gene in the genome		10.1126/science.1098219	n/a
FOXO1	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	27.3	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	12.5	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	15	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	36.4	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	female	y w	increases lifespan	n/a	31.3	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	female	y w	increases lifespan	n/a	35	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	female	y w	increases lifespan	n/a	56.3	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	female	y w	increases lifespan	n/a	5.9	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	9.1	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	female	y w	increases lifespan	n/a	11.8	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	24.5	16			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	34.7	21.5			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	24	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	female	y w	increases lifespan	n/a	18.2	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	5.3	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	female	y w	increases lifespan	n/a	14.3	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	22.1	12.6			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	decreases lifespan	n/a	-20	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	decreases lifespan	n/a	-10.4	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	female	y w	no change	n/a	0	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	female	y w	decreases lifespan	n/a	-10	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	no change	n/a	-2.9	-0.9			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	decreases lifespan	n/a	-10.5	0			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	12.5	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	4	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	female	y w	increases lifespan	n/a	5.3	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	female	y w	increases lifespan	n/a	5.3	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	13.1	3.7			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	no change	n/a	-2.5	-2.7			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	no change	n/a	-4.8	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	no change	n/a	0	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	female	y w	no change	n/a	0	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	female	y w	no change	n/a	9.1	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	no change	n/a	-1.8	-6.8			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	no change	n/a	0	3.2			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	no change	n/a	0	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	3.6	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	female	y w	no change	n/a	-7.7	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	female	y w	no change	n/a	0	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	no change	n/a	0	7.5			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	no change	n/a	-2.6	-3.4			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	n/a	37.8	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	female	y w	improves survival under stress conditions	n/a	58.2	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	male	y w	no change under stress conditions	n/a	-1.9	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	female	y w	no change under stress conditions	n/a	-4.3	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature02549	n/a
FOXO1	fly Drosophila melanogaster	female	white Dahomey	decreases lifespan	n/a	-13	n/a			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO1	fly Drosophila melanogaster	male	white Dahomey	decreases lifespan	n/a	6.6	n/a			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO1	fly Drosophila melanogaster	female	white Dahomey	decreases lifespan	n/a	-14.6	n/a			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO1	fly Drosophila melanogaster	male	white Dahomey	decreases lifespan	n/a	-12	n/a			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO1	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	33.3	15.5			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO1	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	21.3	12.5			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO1	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	35.9	15.8			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO1	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	33.3	12.6			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO1	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	15.4	4.4			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO1	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	25.6	4.4			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO1	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	75	20			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO1	fly Drosophila melanogaster	female	white Dahomey	no change	n/a	18.75	-8.4			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO1	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	18.8	6.6			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO1	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	25	17.7			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2007.00290.x	n/a
FOXO1	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	10	17	n/a			loss of function	RNA interferention		10.1096/fj.04-2447fje	n/a
FOXO1	roundworm Caenorhabditis elegans	hermaphrodites	n/a	no change	n/a	0	-11.1			loss of function	RNA interferention		10.1074/jbc.M114.587170	n/a
FOXO1	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	n/a	0	-6			loss of function	gene knockout		10.1074/jbc.M111.311977	n/a
FOXO1	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-29.8	-32.4	-31.4			loss of function	RNA interferention		10.1073/pnas.0707025105	n/a
FOXO1	roundworm Caenorhabditis elegans	not specified	N2	decreases lifespan	-1.3	n/a	4.6			loss of function	RNA interferention		10.1371/journal.pgen.1004278	n/a
HSF1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	n/a	47.1	28.8		cytoskeleton organization	gain of function	additional copies of a gene in the genome		10.1126/science.1253168	n/a
HSF1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	n/a	26.3	19.2		autophagy	gain of function	additional copies of a gene in the genome		10.1038/ncomms14337	n/a
HSF1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	n/a	23.5	22.7		cytoskeleton organization	gain of function	additional copies of a gene in the genome		10.1126/science.1253168	n/a
HSF1	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-77	-28.7	-25.7			loss of function	RNA interferention		10.1091/mbc.e03-07-0532	n/a
HSF1	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-71	-29.3	-25.8			loss of function	RNA interferention		10.1091/mbc.e03-07-0532	n/a
XPA	roundworm Caenorhabditis elegans	not specified	N2	decreases lifespan	31	29	27			loss of function	RNA interferention		10.1093/nar/gkm1161	n/a
XPA	roundworm Caenorhabditis elegans	not specified	N2	decreases lifespan	34	43	38			loss of function	gene knockout		10.1093/nar/gkm1161	n/a
MSRA	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-30	-30.9	-11.1	locomotor function,stress responce		loss of function	gene knockout		10.1111/j.1474-9726.2009.00521.x	n/a
MSRA	mouse	all	C57BL/6J	decreases lifespan	-39.8	-45.8	-39	oxidation/antioxidant function,proteostasis,renal function		loss of function	gene knockout		10.1073/pnas.231472998	n/a
